,Регион_x_left,Год_x_left,Численность_населения_left,Регион_Год,Регион_y_left,Год_y_left,Смертность_детей_сельская_местность_left,Регион_left,Год_left,Смертность_детей_город_left,Регион_expense_left,Год_expense_left,Соцрасходы_left,Регион_income_left,Год_income_left,Доходы_left,Регион_grd_left,Год_grd_left,ВРП_left,Регион_extraction_left,Год_extraction_left,Полезные_ископаемые_left,Регион_processing_left,Год_processing_left,Обрабатывающее_производство_left,Регион_energy_left,Год_energy_left,Электроэнергия_left,Регион_water_left,Год_water_left,Водоснабжение_left,Регион_industrial_left,Год_industrial_left,Промышленность_left,Регион_retail_left,Год_retail_left,Розничная_торговля_left,Регион_drug_left,Год_drug_left,Наркомания_left,Регион_alco_left,Год_alco_left,Алкоголизм_left,Регион_newborn_left,Год_newborn_left,Новорожденные_left,Регион_total_crime_left,Год_total_crime_left,Общая_преступность_left,Регион_serious_crime_left,Год_serious_crime_left,Тяжелые_преступления_left,Регион_economic_crime_left,Год_economic_crime_left,Экономические_преступления_left,Регион_drug_crime_left,Год_drug_crime_left,Нарко_преступления_left,Регион_disabled_total_left,Год_disabled_total_left,Общее_число_инвалидов_left,Регион_disabled_18_30_left,Год_disabled_18_30_left,Число_инвалидов_18_30_left,Регион_disabled_31_40_left,Год_disabled_31_40_left,Число_инвалидов_31_40_left,Регион_disabled_41_50_left,Год_disabled_41_50_left,Число_инвалидов_41_50_left,Регион_disabled_51_60_left,Год_disabled_51_60_left,Число_инвалидов_51_60_left,Регион_disabled_60_left,Год_disabled_60_left,Число_инвалидов_60_left,Регион_poverty_left,Год_poverty_left,Бедные_left,Регион_children_left,Год_children_left,Малообеспеченные дети_left,Регион_working_left,Год_working_left,Малообеспеченные трудящиеся_left,Регион_elderly_long_left,Год_elderly_long_left,Малообеспеченные пенсионеры_left
392,Республика Крым,2020,1912622.0,Республика Крым_2020,Республика Крым,2020,54.0,Республика Крым,2020,48.0,Республика Крым,2020.0,15.5,Республика Крым,2020.0,22950.0,Республика Крым,2020.0,270363.8,Республика Крым,2020.0,12350320.9,Республика Крым,2020.0,100422035.18,Республика Крым,2020.0,49583786.2,Республика Крым,2020.0,8987761.7,Республика Крым,2020.0,171343903.98,Республика Крым,2020.0,15.5,,,,,,,Республика Крым,2020,18868.0,Республика Крым,2020,21682.0,Республика Крым,2020,863.0,Республика Крым,2020,974.0,Республика Крым,2020,2253.0,Республика Крым,2020.0,1487937.0,Республика Крым,2020.0,58725.0,Республика Крым,2020.0,126332.0,Республика Крым,2020.0,184759.0,Республика Крым,2020.0,324381.0,Республика Крым,2020.0,793740.0,Республика Крым,2020.0,17.2,Республика Крым,2020.0,48.2,Республика Крым,2020.0,50.1,Республика Крым,2020.0,1.7
393,Республика Марий Эл,2020,679417.0,Республика Марий Эл_2020,Республика Марий Эл,2020,11.0,Республика Марий Эл,2020,20.0,Республика Марий Эл,2020.0,22.4,Республика Марий Эл,2020.0,21264.0,Республика Марий Эл,2020.0,290803.3,Республика Марий Эл,2020.0,929458.4,Республика Марий Эл,2020.0,142625577.67,Республика Марий Эл,2020.0,11947115.7,Республика Марий Эл,2020.0,6956325.4,Республика Марий Эл,2020.0,162458477.17,Республика Марий Эл,2020.0,22.4,,,,,,,Республика Марий Эл,2020,6714.0,Республика Марий Эл,2020,7597.0,Республика Марий Эл,2020,348.0,Республика Марий Эл,2020,427.0,Республика Марий Эл,2020,513.0,Республика Марий Эл,2020.0,736098.0,Республика Марий Эл,2020.0,30556.0,Республика Марий Эл,2020.0,47371.0,Республика Марий Эл,2020.0,58500.0,Республика Марий Эл,2020.0,118323.0,Республика Марий Эл,2020.0,481348.0,Республика Марий Эл,2020.0,19.5,Республика Марий Эл,2020.0,32.8,Республика Марий Эл,2020.0,61.5,Республика Марий Эл,2020.0,5.8
394,Республика Мордовия,2020,790197.0,Республика Мордовия_2020,Республика Мордовия,2020,8.0,Республика Мордовия,2020,9.0,Республика Мордовия,2020.0,22.5,Республика Мордовия,2020.0,20631.0,Республика Мордовия,2020.0,342811.2,Республика Мордовия,2020.0,117125.5,Республика Мордовия,2020.0,236603930.5,Республика Мордовия,2020.0,12387742.0,Республика Мордовия,2020.0,3290484.1,Республика Мордовия,2020.0,252399282.1,Республика Мордовия,2020.0,22.5,,,,,,,Республика Мордовия,2020,5485.0,Республика Мордовия,2020,8258.0,Республика Мордовия,2020,582.0,Республика Мордовия,2020,897.0,Республика Мордовия,2020,784.0,Республика Мордовия,2020.0,811560.0,Республика Мордовия,2020.0,27380.0,Республика Мордовия,2020.0,47630.0,Республика Мордовия,2020.0,68573.0,Республика Мордовия,2020.0,146949.0,Республика Мордовия,2020.0,521028.0,Республика Мордовия,2020.0,17.6,Республика Мордовия,2020.0,0.0,Республика Мордовия,2020.0,0.0,Республика Мордовия,2020.0,0.0
395,Республика Саха (Якутия),2020,971996.0,Республика Саха (Якутия)_2020,Республика Саха (Якутия),2020,33.0,Республика Саха (Якутия),2020,34.0,Республика Саха (Якутия),2020.0,16.8,Республика Саха (Якутия),2020.0,46338.0,Республика Саха (Якутия),2020.0,1168152.5,Республика Саха (Якутия),2020.0,823669498.5,Республика Саха (Якутия),2020.0,33951941.57,Республика Саха (Якутия),2020.0,72359864.81,Республика Саха (Якутия),2020.0,7219543.0,Республика Саха (Якутия),2020.0,937200847.88,Республика Саха (Якутия),2020.0,16.8,,,,,,,Республика Саха (Якутия),2020,13087.0,Республика Саха (Якутия),2020,12146.0,Республика Саха (Якутия),2020,541.0,Республика Саха (Якутия),2020,626.0,Республика Саха (Якутия),2020,522.0,Республика Саха (Якутия),2020.0,637599.0,Республика Саха (Якутия),2020.0,49370.0,Республика Саха (Якутия),2020.0,66838.0,Республика Саха (Якутия),2020.0,83822.0,Республика Саха (Якутия),2020.0,134945.0,Республика Саха (Якутия),2020.0,302624.0,Республика Саха (Якутия),2020.0,17.3,Республика Саха (Якутия),2020.0,44.2,Республика Саха (Якутия),2020.0,50.7,Республика Саха (Якутия),2020.0,5.1
396,Республика Северная Осетия-Алания,2020,696837.0,Республика Северная Осетия-Алания_2020,Республика Северная Осетия-Алания,2020,9.0,Республика Северная Осетия-Алания,2020,24.0,Республика Северная Осетия-Алания,2020.0,25.0,Республика Северная Осетия-Алания,2020.0,23927.0,Республика Северная Осетия-Алания,2020.0,267814.4,Республика Северная Осетия-Алания,2020.0,636335.6,Республика Северная Осетия-Алания,2020.0,18010023.5,Республика Северная Осетия-Алания,2020.0,15392799.3,Республика Северная Осетия-Алания,2020.0,1691981.6,Республика Северная Осетия-Алания,2020.0,35731140.0,Республика Северная Осетия-Алания,2020.0,25.0,,,,,,,Республика Северная Осетия-Алания,2020,8157.0,Республика Северная Осетия-Алания,2020,8075.0,Республика Северная Осетия-Алания,2020,423.0,Республика Северная Осетия-Алания,2020,662.0,Республика Северная Осетия-Алания,2020,1913.0,Республика Северная Осетия-Алания,2020.0,706818.0,Республика Северная Осетия-Алания,2020.0,31147.0,Республика Северная Осетия-Алания,2020.0,44423.0,Республика Северная Осетия-Алания,2020.0,70163.0,Республика Северная Осетия-Алания,2020.0,143564.0,Республика Северная Осетия-Алания,2020.0,417521.0,Республика Северная Осетия-Алания,2020.0,13.9,Республика Северная Осетия-Алания,2020.0,34.8,Республика Северная Осетия-Алания,2020.0,58.4,Республика Северная Осетия-Алания,2020.0,6.8
397,Республика Татарстан,2020,3902888.0,Республика Татарстан_2020,Республика Татарстан,2020,40.0,Республика Татарстан,2020,130.0,Республика Татарстан,2020.0,13.7,Республика Татарстан,2020.0,35635.0,Республика Татарстан,2020.0,675621.4,Республика Татарстан,2020.0,575549655.4,Республика Татарстан,2020.0,1953851587.53,Республика Татарстан,2020.0,139394630.98,Республика Татарстан,2020.0,41261788.1,Республика Татарстан,2020.0,2710057662.01,Республика Татарстан,2020.0,13.7,,,,,,,Республика Татарстан,2020,41354.0,Республика Татарстан,2020,53856.0,Республика Татарстан,2020,3398.0,Республика Татарстан,2020,2717.0,Республика Татарстан,2020,5037.0,Республика Татарстан,2020.0,3354958.0,Республика Татарстан,2020.0,145880.0,Республика Татарстан,2020.0,221977.0,Республика Татарстан,2020.0,295411.0,Республика Татарстан,2020.0,614227.0,Республика Татарстан,2020.0,2077463.0,Республика Татарстан,2020.0,6.6,Республика Татарстан,2020.0,42.0,Республика Татарстан,2020.0,50.7,Республика Татарстан,2020.0,7.3
398,Республика Тыва,2020,327383.0,Республика Тыва_2020,Республика Тыва,2020,17.0,Республика Тыва,2020,19.0,Республика Тыва,2020.0,23.8,Республика Тыва,2020.0,18972.0,Республика Тыва,2020.0,251799.9,Республика Тыва,2020.0,16860405.0,Республика Тыва,2020.0,562091.74,Республика Тыва,2020.0,5468176.63,Республика Тыва,2020.0,401160.6,Республика Тыва,2020.0,23291833.97,Республика Тыва,2020.0,23.8,,,,,,,Республика Тыва,2020,6582.0,Республика Тыва,2020,8546.0,Республика Тыва,2020,294.0,Республика Тыва,2020,178.0,Республика Тыва,2020,815.0,Республика Тыва,2020.0,250348.0,Республика Тыва,2020.0,22608.0,Республика Тыва,2020.0,34355.0,Республика Тыва,2020.0,49933.0,Республика Тыва,2020.0,61359.0,Республика Тыва,2020.0,82093.0,Республика Тыва,2020.0,31.7,Республика Тыва,2020.0,45.0,Республика Тыва,2020.0,52.4,Республика Тыва,2020.0,2.6
399,Республика Хакасия,2020,534262.0,Республика Хакасия_2020,Республика Хакасия,2020,5.0,Республика Хакасия,2020,16.0,Республика Хакасия,2020.0,24.1,Республика Хакасия,2020.0,23837.0,Республика Хакасия,2020.0,500422.8,Республика Хакасия,2020.0,72383462.4,Республика Хакасия,2020.0,106392496.4,Республика Хакасия,2020.0,56071056.9,Республика Хакасия,2020.0,2191259.0,Республика Хакасия,2020.0,237038274.7,Республика Хакасия,2020.0,24.1,,,,,,,Республика Хакасия,2020,5360.0,Республика Хакасия,2020,10839.0,Республика Хакасия,2020,642.0,Республика Хакасия,2020,277.0,Республика Хакасия,2020,1240.0,Республика Хакасия,2020.0,324903.0,Республика Хакасия,2020.0,17628.0,Республика Хакасия,2020.0,32998.0,Республика Хакасия,2020.0,37118.0,Республика Хакасия,2020.0,52583.0,Республика Хакасия,2020.0,184576.0,Республика Хакасия,2020.0,18.5,Республика Хакасия,2020.0,43.2,Республика Хакасия,2020.0,54.3,Республика Хакасия,2020.0,2.4
400,Ростовская область,2020,4197821.0,Ростовская область_2020,Ростовская область,2020,76.0,Ростовская область,2020,124.0,Ростовская область,2020.0,27.8,Ростовская область,2020.0,31427.0,Ростовская область,2020.0,403949.1,Ростовская область,2020.0,34206877.9,Ростовская область,2020.0,849342841.85,Ростовская область,2020.0,162209551.2,Ростовская область,2020.0,35589982.2,Ростовская область,2020.0,1081349253.15,Ростовская область,2020.0,27.8,,,,,,,Ростовская область,2020,35865.0,Ростовская область,2020,61753.0,Ростовская область,2020,2731.0,Ростовская область,2020,1866.0,Ростовская область,2020,5504.0,Ростовская область,2020.0,4170545.0,Ростовская область,2020.0,172547.0,Ростовская область,2020.0,361358.0,Ростовская область,2020.0,513289.0,Ростовская область,2020.0,879101.0,Ростовская область,2020.0,2244250.0,Ростовская область,2020.0,13.0,Ростовская область,2020.0,43.9,Ростовская область,2020.0,54.5,Ростовская область,2020.0,1.6
401,Рязанская область,2020,1108847.0,Рязанская область_2020,Рязанская область,2020,15.0,Рязанская область,2020,31.0,Рязанская область,2020.0,22.0,Рязанская область,2020.0,27312.0,Рязанская область,2020.0,412845.1,Рязанская область,2020.0,1509023.3,Рязанская область,2020.0,341384630.8,Рязанская область,2020.0,40118028.7,Рязанская область,2020.0,9134712.1,Рязанская область,2020.0,392146394.9,Рязанская область,2020.0,22.0,,,,,,,Рязанская область,2020,8701.0,Рязанская область,2020,10023.0,Рязанская область,2020,635.0,Рязанская область,2020,682.0,Рязанская область,2020,1152.0,Рязанская область,2020.0,1541004.0,Рязанская область,2020.0,43605.0,Рязанская область,2020.0,75575.0,Рязанская область,2020.0,112877.0,Рязанская область,2020.0,237094.0,Рязанская область,2020.0,1071853.0,Рязанская область,2020.0,12.8,Рязанская область,2020.0,37.0,Рязанская область,2020.0,59.7,Рязанская область,2020.0,3.3
